time_s,v_diff,v_hpf,v_ia,v_notch,v_lpf,v_adc_in,adc_code,adc_signed
6.16,-0.000355998920086392,-1.7168808604766e-05,-0.00345093052955796,-0.00181693618902549,-0.00292729682622312,-0.00292729682622312,2043,-5
6.161,-0.000350599352051833,-1.17254613732709e-05,-0.00235681773602745,-0.000843771405824862,-0.00190361539750649,-0.00190361539750649,2045,-3
6.162,-0.000353200143988484,-1.42868407309754e-05,-0.00287165498692605,-0.00171381597764736,-0.0015030886630383,-0.0015030886630383,2045,-3
6.163,-0.00035679985601152,-1.78378789363336e-05,-0.00358541366620306,-0.00287106262337338,-0.00200908266141783,-0.00200908266141783,2045,-3
6.164,-0.000359600431965441,-2.05802456106388e-05,-0.0041366293677384,-0.00388220100182006,-0.00288571673268635,-0.00288571673268635,2043,-5
6.165,-0.000356000719942402,-1.69237094133209e-05,-0.00340166559207749,-0.00360257970847613,-0.00343486649067465,-0.00343486649067465,2043,-5
6.166,-0.000352401007919366,-1.32782368656199e-05,-0.00266892560998959,-0.00331836687275272,-0.00345128110602066,-0.00345128110602066,2043,-5
6.167,-0.00034880086424199,-9.64336349073376e-06,-0.00193831606163749,-0.00296855444564006,-0.00325396030677433,-0.00325396030677433,2043,-5
6.168,-0.000345199855959666,-6.01862492293506e-06,-0.00120974360950995,-0.00250589772046647,-0.00292272041977365,-0.00292272041977365,2043,-5
6.169,-0.000341598847677349,-2.40485379407723e-06,-0.000483375612609522,-0.00190259027555308,-0.00246215861095065,-0.00246215861095065,2044,-4
6.17,-0.000341000719942404,-1.80035453136617e-06,-0.0003618712608046,-0.00173826816789476,-0.00205079361785659,-0.00205079361785659,2044,-4
6.171,-0.000342800575953924,-3.59204024776634e-06,-0.000722000089801035,-0.00186647256166344,-0.00189154794280692,-0.00189154794280692,2045,-3
6.172,-0.000344600431965444,-5.37830482735455e-06,-0.00108103927029826,-0.00182782854523639,-0.00186308807783448,-0.00186308807783448,2045,-3
6.173,-0.000347800575953925,-8.55733421123119e-06,-0.00172002417645747,-0.00196227652507826,-0.00188357811457989,-0.00188357811457989,2045,-3
6.174,-0.000351400287976964,-1.2125708291085e-05,-0.00243726736650809,-0.00212979312362319,-0.00198771703109966,-0.00198771703109966,2045,-3
6.175,-0.000355000000000005,-1.5683285475086e-05,-0.00315234038049229,-0.00232479986426175,-0.00214129360984505,-0.00214129360984505,2044,-4
6.176,-0.000360399568034559,-2.10272315142016e-05,-0.00422647353435452,-0.00296755803706102,-0.00246493805908629,-0.00246493805908629,2044,-4
6.177,-0.000365799136069117,-2.63550082763503e-05,-0.00529735666354642,-0.00373154102321527,-0.00303199669437594,-0.00303199669437594,2043,-5
6.178,-0.000368401727861765,-2.88739198748296e-05,-0.00580365789484076,-0.00410384497290689,-0.00359975073519975,-0.00359975073519975,2043,-5
6.179,-0.000361202303815693,-2.15980231877538e-05,-0.00434120266073851,-0.0027662979359485,-0.0034941870936792,-0.0034941870936792,2043,-5
6.18,-0.000354002879769615,-1.43441413166689e-05,-0.00288317240465044,-0.00174709184159235,-0.00270092285976332,-0.00270092285976332,2044,-4
6.181,-0.00035,-1.03039160056564e-05,-0.00207108711713695,-0.00158657199810779,-0.00203804405212662,-0.00203804405212662,2044,-4
6.182,-0.00035,-1.02727392552611e-05,-0.00206482059030748,-0.00228769328404557,-0.00197335725017153,-0.00197335725017153,2045,-3
6.183,-0.00035,-1.02416568369396e-05,-0.00205857302422485,-0.0029065276489973,-0.00237319905552403,-0.00237319905552403,2044,-4
6.184,-0.00035,-1.02106684652695e-05,-0.00205234436151918,-0.00336379273527764,-0.00286163568155829,-0.00286163568155829,2043,-5
6.185,-0.00035,-1.01797738556923e-05,-0.00204613454499416,-0.00360813992369902,-0.0032618476353596,-0.0032618476353596,2043,-5
6.186,-0.00035,-1.01489727245102e-05,-0.00203994351762656,-0.00362110073339377,-0.00348798397714601,-0.00348798397714601,2043,-5
6.187,-0.000348399928005759,-8.5206134784469e-06,-0.00171264330916783,-0.00310490548543691,-0.00340786803629301,-0.00340786803629301,2043,-5
6.188,-0.000346600071994239,-6.69769941708497e-06,-0.00134623758283408,-0.0023987236689454,-0.00298732094712515,-0.00298732094712515,2043,-5
6.189,-0.000345199784017279,-5.27926452506138e-06,-0.00106113216953734,-0.00168009939663836,-0.00237968670716793,-0.00237968670716793,2044,-4
6.19,-0.000346999640028799,-7.06042403875694e-06,-0.00141914523179014,-0.00155548363493782,-0.00189129235371932,-0.00189129235371932,2045,-3
6.191,-0.000348799496040319,-8.83619426496785e-06,-0.00177607504725854,-0.0014204129864574,-0.00163273847998746,-0.00163273847998746,2045,-3
6.192,-0.000350599567879007,-1.0606807010814e-05,-0.00213196820917362,-0.00134290041725593,-0.00147178862221131,-0.00147178862221131,2045,-3
6.193,-0.000352400072020167,-1.23724940291862e-05,-0.00248687129986643,-0.00137792499846423,-0.0014003938053195,-0.0014003938053195,2045,-3
6.194,-0.000354200576161327,-1.41328385754909e-05,-0.00284070055367367,-0.00156076704879508,-0.00144459394526191,-0.00144459394526191,2045,-3
6.195,-0.000356000719942405,-1.58874969996372e-05,-0.00319338689692707,-0.00190377663138277,-0.0016290028522023,-0.0016290028522023,2045,-3
6.196,-0.000357800575953925,-1.76365589869347e-05,-0.00354494835637387,-0.00239644415145728,-0.00196304614657264,-0.00196304614657264,2045,-3
6.197,-0.000359600431965444,-1.93803288048303e-05,-0.00389544608977089,-0.00300848648289468,-0.00243703279439529,-0.00243703279439529,2044,-4
6.198,-0.000355799136069113,-1.55261443128656e-05,-0.00312075500688598,-0.00260223065689862,-0.00267313906074232,-0.00267313906074232,2044,-4
6.199,-0.000350399568034559,-1.00877673212902e-05,-0.00202764123157932,-0.00198720446703191,-0.00243056117691087,-0.00243056117691087,2044,-4
6.2,-0.000345000000000003,-4.66584532817486e-06,-0.000937834910963147,-0.00142641489706018,-0.00196661791097188,-0.00196661791097188,2045,-3
6.201,-0.000348599712023039,-8.24599395835251e-06,-0.00165744478562886,-0.00259989657133275,-0.00199644984893636,-0.00199644984893636,2045,-3
6.202,-0.000352199424046075,-1.18153100661997e-05,-0.00237487732330614,-0.00355573634395651,-0.0026896335724673,-0.0026896335724673,2044,-4
6.203,-0.000354600431965443,-1.41769357948688e-05,-0.00284956409476863,-0.0040435410012432,-0.0034011753033215,-0.0034011753033215,2043,-5
6.204,-0.000352800575953923,-1.23369072938204e-05,-0.0024797183660579,-0.00351095326332776,-0.00364224698855482,-0.00364224698855482,2042,-6
6.205,-0.000351000719942404,-1.05024462012487e-05,-0.00211099168645098,-0.00287801357177316,-0.00335521905842382,-0.00335521905842382,2043,-5
6.206,-0.000351598847677352,-1.10678916061858e-05,-0.00222464621284334,-0.00265621919331586,-0.00297823016362939,-0.00297823016362939,2043,-5
6.207,-0.000355199855959673,-1.4629963744036e-05,-0.00294062271255123,-0.00297760109091219,-0.00287481989342723,-0.00287481989342723,2043,-5
6.208,-0.00035880086424199,-1.81812580539318e-05,-0.0036544328688403,-0.00326805125621644,-0.00303379827813049,-0.00303379827813049,2043,-5
6.209,-0.000362401007919369,-2.17209438496395e-05,-0.00436590971377754,-0.00358751532850247,-0.00328635277443111,-0.00328635277443111,2043,-5
6.21,-0.000366000719942409,-2.52494885508597e-05,-0.0050751471987228,-0.00398747687158647,-0.00360759849597814,-0.00360759849597814,2043,-5
6.211,-0.000369600431965445,-2.87673568687144e-05,-0.0057822387306116,-0.00450431065977591,-0.00401676213040317,-0.00401676213040317,2042,-6
6.212,-0.000365199784017275,-2.42863245547513e-05,-0.00488155123550502,-0.00359400501887216,-0.00403752861048065,-0.00403752861048065,2042,-6
6.213,-0.000359800215982716,-1.88214417228024e-05,-0.00378310978628328,-0.0027345858481936,-0.00347776375346285,-0.00347776375346285,2043,-5
6.214,-0.000355,-1.39715394050444e-05,-0.00280827942041393,-0.00220214644893556,-0.00283071400673319,-0.00283071400673319,2043,-5
6.215,-0.000355,-1.39292654582818e-05,-0.00279978235711464,-0.00273155902896787,-0.00259746960430917,-0.00259746960430917,2044,-4
6.216,-0.000355,-1.38871194205866e-05,-0.0027913110035379,-0.00323114975515248,-0.00284354959645725,-0.00284354959645725,2043,-5
6.217,-0.000354400432120993,-1.32464400877792e-05,-0.00266253445764361,-0.00351672473444552,-0.0031835416787276,-0.0031835416787276,2043,-5
6.218,-0.000352599927979835,-1.14085798557971e-05,-0.00229312455101521,-0.00343051722436309,-0.00336948994839216,-0.00336948994839216,2043,-5
6.219,-0.000350799423838675,-9.57628047171645e-06,-0.00192483237481501,-0.00319643626645287,-0.00333358404904332,-0.00333358404904332,2043,-5
6.22,-0.000351000719942405,-9.74829691274349e-06,-0.00195940767946144,-0.00319776095646579,-0.00324609338392538,-0.00324609338392538,2043,-5
6.221,-0.000352800575953923,-1.15159343919816e-05,-0.00231470281278831,-0.00334173581034766,-0.00326125684513137,-0.00326125684513137,2043,-5
6.222,-0.000354600431965443,-1.32782234976078e-05,-0.00266892292301917,-0.00333374894748142,-0.00331028603345391,-0.00331028603345391,2043,-5
6.223,-0.000356400287976963,-1.50351804122947e-05,-0.00302207126287124,-0.00323451308527659,-0.00329351999686743,-0.00329351999686743,2043,-5
6.224,-0.000358200143988481,-1.67868212697495e-05,-0.00337415107521965,-0.003112565408693,-0.00321660925976318,-0.00321660925976318,2043,-5
6.225,-0.00036000000000001,-1.85331621548767e-05,-0.00372516559313022,-0.00303432881771375,-0.00312483865299407,-0.00312483865299407,2043,-5
6.226,-0.000370799136069127,-2.92598845169157e-05,-0.00588123678790005,-0.00481150346753548,-0.00363642678737262,-0.00363642678737262,2042,-6
6.227,-0.000381598272138235,-3.99541508354895e-05,-0.0080307843179334,-0.00659696157222433,-0.0049619432825696,-0.0049619432825696,2041,-7
6.228,-0.000389600431965441,-4.78233145030921e-05,-0.00961248621512151,-0.00789397451861459,-0.00642574120747336,-0.00642574120747336,2039,-9
6.229,-0.000387800575953922,-4.58814815278892e-05,-0.00922217778710573,-0.00741211891891629,-0.00721247550958367,-0.00721247550958367,2038,-10
6.23,-0.000386000719942404,-4.3945523992855e-05,-0.00883305032256386,-0.00721426406045742,-0.00727703703529084,-0.00727703703529084,2038,-10
6.231,-0.000381002880806627,-3.88222790948241e-05,-0.00780327809805964,-0.00662915336758334,-0.00704926247037388,-0.00704926247037388,2038,-10
6.232,-0.000372000360100818,-2.97159126439568e-05,-0.00597289844143532,-0.00546915494465716,-0.00640816739713437,-0.00640816739713437,2039,-9
6.233,-0.000362997839395026,-2.06370994955287e-05,-0.00414805699860128,-0.00446915322067443,-0.00548572296478272,-0.00548572296478272,2040,-8
6.234,-0.00036,-1.75813533537616e-05,-0.00353385202410608,-0.0046765227026998,-0.00490054027049067,-0.00490054027049067,2041,-7
6.235,-0.00036,-1.75281571257623e-05,-0.00352315958227823,-0.00529936081166642,-0.00495656686452429,-0.00495656686452429,2041,-7
6.236,-0.00036,-1.747512185458e-05,-0.00351249949277058,-0.00563357262597667,-0.00528342574548407,-0.00528342574548407,2040,-8
6.237,-0.00036320014398848,-2.06175496740776e-05,-0.00414412748448959,-0.0062779519072741,-0.00571441069493363,-0.00571441069493363,2040,-8
6.238,-0.00036679985601152,-2.4149432935587e-05,-0.00485403602005298,-0.00665935960284347,-0.00619790111809078,-0.00619790111809078,2039,-9
6.239,-0.00037,-2.727166616785e-05,-0.00548160489973786,-0.00668592375700381,-0.00650222199106056,-0.00650222199106056,2039,-9
6.24,-0.00037,-2.71891497800502e-05,-0.00546501910579009,-0.00591965570841574,-0.00637438079981006,-0.00637438079981006,2039,-9
6.241,-0.00037,-2.71068830636204e-05,-0.0054484834957877,-0.00514803134911869,-0.00583557485683388,-0.00583557485683388,2040,-8
6.242,-0.000372398271516033,-2.9419508531782e-05,-0.00591332121488818,-0.00494262038814671,-0.00532900499260236,-0.00532900499260236,2040,-8
6.243,-0.000379600288080668,-3.65216143042403e-05,-0.00734084447515229,-0.00582111198308401,-0.0053628903727389,-0.0053628903727389,2040,-8
6.244,-0.000386802304645308,-4.36022311031119e-05,-0.0087640484517255,-0.00683797046665771,-0.00598253835487477,-0.00598253835487477,2040,-8
6.245,-0.000386997840172779,-4.36655427308348e-05,-0.00877677408889779,-0.00667107847929249,-0.00647740125109293,-0.00647740125109293,2039,-9
6.246,-0.000381598272138225,-3.81420238378435e-05,-0.00766654679140654,-0.00571213284502598,-0.00629419895049441,-0.00629419895049441,2039,-9
6.247,-0.000376198704103671,-3.26352175587493e-05,-0.00655967872930861,-0.00509431491894329,-0.00572306108606507,-0.00572306108606507,2040,-8
6.248,-0.000373599712023036,-2.99414124024151e-05,-0.00601822389288544,-0.00527215043300171,-0.00537701723344162,-0.00537701723344162,2040,-8
6.249,-0.000371799856011518,-2.80536850311494e-05,-0.00563879069126102,-0.00569627719559917,-0.0054457329904024,-0.0054457329904024,2040,-8
6.25,-0.00037,-2.6171669391718e-05,-0.00526050554773531,-0.00608229359283026,-0.00573006145438465,-0.00573006145438465,2040,-8
6.251,-0.000362800575953922,-1.89039489542065e-05,-0.00379969373979551,-0.00527484840347053,-0.00569705475167039,-0.00569705475167039,2040,-8
6.252,-0.000355601151907843,-1.16582185936617e-05,-0.00234330193732601,-0.00432996662044524,-0.00512356293134186,-0.00512356293134186,2041,-7
6.253,-0.000349200863930886,-5.23233886298182e-06,-0.00105170011145935,-0.00334390365987052,-0.00429880152673674,-0.00429880152673674,2042,-6
6.254,-0.000345601151907847,-1.62224111270685e-06,-0.000326070463654076,-0.00266809512694949,-0.00347008221050165,-0.00347008221050165,2043,-5
6.255,-0.000342001439884807,1.97693349762788e-06,0.000397363633023204,-0.0017245573212153,-0.002653571962797,-0.002653571962797,2044,-4
6.256,-0.000340799423838675,3.17114941813076e-06,0.000637401033044282,-0.00103108608987574,-0.00183578333635374,-0.00183578333635374,2045,-3
6.257,-0.000342599927979835,1.36377418060894e-06,0.000274118610302396,-0.000747724980249877,-0.00122913089962879,-0.00122913089962879,2045,-3
6.258,-0.000344400432120995,-4.38132448024727e-07,-8.80646220529702e-05,-0.000344700421563748,-0.000791362823524957,-0.000791362823524957,2046,-2
6.259,-0.00034860151187905,-4.63153089798037e-06,-0.000930937710494054,-0.00040387326711647,-0.000524006426611593,-0.000524006426611593,2046,-2
6.26,-0.000354001079913611,-1.00089164365794e-05,-0.00201179220375246,-0.000762069649012629,-0.000561804523696822,-0.000561804523696822,2046,-2
6.261,-0.000359400647948171,-1.53700315196909e-05,-0.00308937633545787,-0.00126126658350857,-0.000850178621494117,-0.000850178621494117,2046,-2
6.262,-0.00036,-1.59219714458143e-05,-0.00320031626060867,-0.0010332214919002,-0.00104060517034685,-0.00104060517034685,2046,-2
6.263,-0.00036,-1.58737960405319e-05,-0.00319063300414691,-0.00100071784474491,-0.00102545420751077,-0.00102545420751077,2046,-2
6.264,-0.000359600431965438,-1.54268028561265e-05,-0.00310078737408144,-0.00119175163942679,-0.0010708263450589,-0.0010708263450589,2046,-2
6.265,-0.000356000719942402,-1.17858595264503e-05,-0.00236895776481652,-0.00100509889277257,-0.00108851796111068,-0.00108851796111068,2046,-2
6.266,-0.000352401007919366,-8.15593266675799e-06,-0.00163934246601835,-0.00102067440771323,-0.00104003635158005,-0.00104003635158005,2046,-2
6.267,-0.00035,-5.73387957732499e-06,-0.00115250979504232,-0.00135567809325516,-0.00113499782523656,-0.00113499782523656,2046,-2
6.268,-0.00035,-5.71653047119086e-06,-0.00114902262470936,-0.00210816671448256,-0.00151764178589829,-0.00151764178589829,2045,-3
6.269,-0.00035,-5.69923385857e-06,-0.00114554600557257,-0.0026740050572466,-0.00207754184997924,-0.00207754184997924,2044,-4
6.27,-0.000346997840172784,-2.68437159884271e-06,-0.000539558691367385,-0.00240334378665979,-0.00237313965252665,-0.00237313965252665,2044,-4
6.271,-0.000341598272138225,2.71514980207469e-06,0.000545745110217013,-0.00143206450838212,-0.00208119381598454,-0.00208119381598454,2044,-4
6.272,-0.000336198704103671,8.09833377060946e-06,0.0016277650878925,-0.000265714387011216,-0.00129125511836411,-0.00129125511836411,2045,-3
6.273,-0.000342001439884812,2.27987343309923e-06,0.000458254560052944,-0.00111648186312356,-0.000906539097020056,-0.000906539097020056,2046,-2
6.274,-0.00035100071994241,-6.71269023540423e-06,-0.00134925073731625,-0.00230964379405414,-0.00142354148905133,-0.00142354148905133,2045,-3
6.275,-0.00036,-1.56780449366728e-05,-0.00315128703227123,-0.00327805675253123,-0.00230194455587271,-0.00230194455587271,2044,-4
6.276,-0.00036179985601152,-1.74277406669753e-05,-0.00350297587406203,-0.00274716892097059,-0.00275750114617925,-0.00275750114617925,2044,-4
6.277,-0.00036359971202304,-1.91721423103479e-05,-0.00385360060437994,-0.00235774303372846,-0.00262606193539097,-0.00262606193539097,2044,-4
6.278,-0.000365,-2.05123023408664e-05,-0.00412297277051415,-0.00212240861171946,-0.00237863494009161,-0.00237863494009161,2044,-4
6.279,-0.000365,-2.04502378859772e-05,-0.00411049781508142,-0.00190363379380933,-0.00214426715975365,-0.00214426715975365,2044,-4
6.28,-0.000365,-2.03883612206641e-05,-0.00409806060535349,-0.00200247917966934,-0.00202169621551371,-0.00202169621551371,2044,-4
6.281,-0.000364200576161324,-1.95284573538447e-05,-0.00392521992812278,-0.00222423365135699,-0.0020804527539749,-0.0020804527539749,2044,-4
6.282,-0.000362400072020165,-1.76715895053238e-05,-0.00355198949057009,-0.00246703003603792,-0.0022504393499509,-0.0022504393499509,2044,-4
6.283,-0.000360599567879005,-1.58203400164035e-05,-0.00317988834329711,-0.00284113995210905,-0.00250918655772179,-0.00250918655772179,2044,-4
6.284,-0.00036,-1.51738113020674e-05,-0.00304993607171554,-0.00346930885069635,-0.00292331338059417,-0.00292331338059417,2043,-5
6.285,-0.00036,-1.51278996188538e-05,-0.00304070782338962,-0.00411112695556636,-0.0034790214078616,-0.0034790214078616,2043,-5
6.286,-0.00036,-1.50821268514746e-05,-0.00303150749714639,-0.00455930152206759,-0.00402786296616633,-0.00402786296616633,2042,-6
6.287,-0.000361600071994242,-1.66341438900474e-05,-0.00334346292189953,-0.00507796359583367,-0.00453476655128447,-0.00453476655128447,2041,-7
6.288,-0.00036339992800576,-1.83809467339532e-05,-0.00369457029352459,-0.0053594418801144,-0.00497318718377778,-0.00497318718377778,2041,-7
6.289,-0.000365399568034559,-2.0321946016161e-05,-0.00408471114924836,-0.00543067681443337,-0.00524361805781375,-0.00524361805781375,2040,-8
6.29,-0.000368999280057598,-2.38547236911587e-05,-0.0047947994619229,-0.00562394208960842,-0.00542547151563884,-0.00542547151563884,2040,-8
6.291,-0.000372598992080634,-2.73768121750035e-05,-0.00550273924717571,-0.00568758197823629,-0.00557309364274366,-0.00557309364274366,2040,-8
6.292,-0.00037619913575801,-3.08886748114915e-05,-0.00620862363710979,-0.00571927064792894,-0.00565664022629427,-0.00565664022629427,2040,-8
6.293,-0.000379800144040334,-3.43907748367721e-05,-0.00691254574219119,-0.00581353958125222,-0.00572700233417652,-0.00572700233417652,2040,-8
6.294,-0.000383401152322651,-3.78822784928321e-05,-0.00761433797705926,-0.00604885879611262,-0.00585789775373158,-0.00585789775373158,2040,-8
6.295,-0.000385,-3.93640862236412e-05,-0.00791218133095189,-0.00608776476881081,-0.0059927785413791,-0.0059927785413791,2040,-8
6.296,-0.000385,-3.92449815754608e-05,-0.00788824129666762,-0.00606005093474324,-0.0060447845095829,-0.0060447845095829,2039,-9
6.297,-0.000385,-3.91262373044307e-05,-0.00786437369819056,-0.0062841401235381,-0.00612639413750455,-0.00612639413750455,2039,-9
6.298,-0.00037939884809215,-3.34151741670786e-05,-0.00671645000758279,-0.00561441511680307,-0.00601285790844432,-0.00601285790844432,2040,-8
6.299,-0.000372199424046072,-2.61255369223799e-05,-0.00525123292139835,-0.00483620064726509,-0.00550801814792494,-0.00550801814792494,2040,-8
6.3,-0.000365000000000002,-1.88579560687473e-05,-0.0037904491698182,-0.00417654963388694,-0.00486593929706024,-0.00486593929706024,2041,-7
6.301,-0.00036679985601152,-2.0598030282763e-05,-0.00414020408683536,-0.0052735708428705,-0.00477563220816183,-0.00477563220816183,2041,-7
6.302,-0.000368599712023039,-2.23328395218513e-05,-0.00448890074389211,-0.00613362074907169,-0.00537048066188572,-0.00537048066188572,2040,-8
6.303,-0.000370399568034559,-2.40623997163433e-05,-0.00483654234298501,-0.00670439557764742,-0.006042613675651,-0.006042613675651,2040,-8
6.304,-0.000372199424046077,-2.57867267483694e-05,-0.00518313207642224,-0.00697682404421276,-0.00655414965980426,-0.00655414965980426,2039,-9
6.305,-0.000373999280057596,-2.75058364520095e-05,-0.00552867312685392,-0.00698310847814718,-0.00682710901966049,-0.00682710901966049,2039,-9
6.306,-0.000374200576161324,-2.76236031018676e-05,-0.00555234422347539,-0.00647729781342372,-0.00676498986974059,-0.00676498986974059,2039,-9
6.307,-0.000372400072020165,-2.5742241620221e-05,-0.00517419056566443,-0.00549183883822113,-0.00626471964928023,-0.00626471964928023,2039,-9
6.308,-0.000370599567879007,-2.38665726090182e-05,-0.00479718109441266,-0.00453701144869,-0.00546324881221314,-0.00546324881221314,2040,-8
6.309,-0.000371200503959685,-2.4394386025099e-05,-0.00490327159104491,-0.00415812776347704,-0.00474806983392492,-0.00474806983392492,2041,-7
6.31,-0.000373000359971203,-2.61177085599729e-05,-0.00524965942055456,-0.00414270964782673,-0.004364960136314,-0.004364960136314,2042,-6
6.311,-0.000374800215982721,-2.78358168057853e-05,-0.00559499917796284,-0.00427859298195833,-0.00426604422514639,-0.00426604422514639,2042,-6
6.312,-0.000371799856011519,-2.47557726081983e-05,-0.00497591029424786,-0.00364638044356625,-0.00407145607618223,-0.00407145607618223,2042,-6
6.313,-0.000368200143988478,-2.10866024411438e-05,-0.00423840709066991,-0.0031273671951961,-0.00363262129618155,-0.00363262129618155,2042,-6
6.314,-0.000364600431965441,-1.74285341505437e-05,-0.00350313536425929,-0.0028006575563994,-0.00320402583439706,-0.00320402583439706,2043,-5
6.315,-0.000361000719942402,-1.37815341452382e-05,-0.00277008836319288,-0.00259622015363345,-0.00287993161684537,-0.00287993161684537,2043,-5
6.316,-0.000357401007919363,-1.01455689357128e-05,-0.00203925935607826,-0.00243280903272333,-0.00264568993500756,-0.00264568993500756,2044,-4
6.317,-0.000355,-7.71749576680052e-06,-0.0015512166491269,-0.00246382840581232,-0.00251916992491799,-0.00251916992491799,2044,-4
6.318,-0.000355,-7.69414479625044e-06,-0.00154652310404634,-0.00283793293000334,-0.00260359988837301,-0.00260359988837301,2044,-4
6.319,-0.000355,-7.67086447916646e-06,-0.00154184376031246,-0.00300800374363079,-0.00280832325276023,-0.00280832325276023,2044,-4
6.32,-0.000356000719942405,-8.64686059570078e-06,-0.00173801897973586,-0.00316056962272631,-0.00298522288764377,-0.00298522288764377,2043,-5
6.321,-0.000357800575953925,-1.04178307113007e-05,-0.00209398397297143,-0.00326294918166135,-0.00313043860209894,-0.00313043860209894,2043,-5
6.322,-0.000359600431965444,-1.21834423696672e-05,-0.00244887191630312,-0.00319705796599495,-0.00319426230192536,-0.00319426230192536,2043,-5
6.323,-0.000361400287976962,-1.39437117839827e-05,-0.00280268606858052,-0.00303281460406359,-0.00314341229109453,-0.00314341229109453,2043,-5
6.324,-0.00036320014398848,-1.56986551183759e-05,-0.00315542967879356,-0.0028482509918878,-0.00301336133396707,-0.00301336133396707,2043,-5
6.325,-0.000365000000000002,-1.74482884880691e-05,-0.00350710598610189,-0.00271825545076966,-0.00286585613355788,-0.00286585613355788,2043,-5
6.326,-0.00036679985601152,-1.9192627959515e-05,-0.00385771821986251,-0.00270457796005788,-0.00276685650013217,-0.00276685650013217,2044,-4
6.327,-0.000368599712023038,-2.09316895505632e-05,-0.00420726959966319,-0.00284836912112937,-0.00277302126965874,-0.00277302126965874,2044,-4
6.328,-0.000369200863930886,-2.14685985975806e-05,-0.00431518831811371,-0.00293214439560998,-0.00284817222396062,-0.00284817222396062,2043,-5
6.329,-0.000365601151907845,-1.78093744940984e-05,-0.00357968427331378,-0.00237844810091177,-0.00272453377799925,-0.00272453377799925,2044,-4
6.33,-0.000362001439884808,-1.41612221730808e-05,-0.00284640565678925,-0.0020319337047678,-0.00239162167853805,-0.00239162167853805,2044,-4
6.331,-0.000358401152322648,-1.05235334660125e-05,-0.00211523022666851,-0.00182433388911183,-0.00209451406212893,-0.00209451406212893,2044,-4
6.332,-0.000354800144040327,-6.89613175154446e-06,-0.00138612248206044,-0.00167383108190868,-0.00187308356429644,-0.00187308356429644,2045,-3
6.333,-0.00035119913575801,-3.27970553394644e-06,-0.000659220812323235,-0.00149731387558475,-0.00168878158637995,-0.00168878158637995,2045,-3
6.334,-0.000347598992080631,3.2491509863831e-07,6.53079348263003e-05,-0.00122170103825531,-0.00147770842646974,-0.00147770842646974,2045,-3
6.335,-0.000343999280057591,3.9181981621913e-06,0.000787557830600451,-0.000792921863386345,-0.00117617190361787,-0.00117617190361787,2046,-2
6.336,-0.000340399568034556,7.50060896231132e-06,0.00150762240142457,-0.000182135859986683,-0.000734734056225976,-0.000734734056225976,2046,-2
6.337,-0.000341600071994242,6.27922646410022e-06,0.00126212451928415,-0.000324690138784246,-0.000426194917225648,-0.000426194917225648,2046,-2
6.338,-0.000343399928005761,4.46309420913638e-06,0.000897081936036413,-0.000356229489903417,-0.000371236517942433,-0.000371236517942433,2047,-1
6.339,-0.000344800215982721,3.05142060367283e-06,0.000613335541338239,-0.000135212444054113,-0.000290777831427261,-0.000290777831427261,2047,-1
6.34,-0.000343000359971203,4.8393209461758e-06,0.000972703510181337,0.000797063637766014,0.000107750007215824,0.000107750007215824,2047,-1
6.341,-0.000341200503959682,6.62181160534614e-06,0.00133098413267457,0.00168330312991165,0.00083366883838442,0.00083366883838442,2048,0
6.342,-0.000341199135758014,6.60314199852344e-06,0.00132723154170321,0.0021038154369763,0.00151308579034568,0.00151308579034568,2049,1
6.343,-0.000344800144040331,2.9876022854731e-06,0.000600508059380093,0.00168412722939458,0.00175724318960194,0.00175724318960194,2049,1
6.344,-0.000348401152322651,-6.16997821791985e-07,-0.000124016562180189,0.00114963082550116,0.00153906103437497,0.00153906103437497,2049,1
6.345,-0.000348999280057595,-1.21235381183649e-06,-0.000243683116179135,0.0010689045363504,0.00126355247447164,0.00126355247447164,2049,1
6.346,-0.000347199424046077,5.88447512256678e-07,0.000118277949963592,0.00128322982810614,0.00120747215893102,0.00120747215893102,2048,0
6.347,-0.000345399568034557,2.38380011827535e-06,0.000479143823773346,0.00132153340833852,0.00126831155591263,0.00126831155591263,2049,1
6.348,-0.000346400287976963,1.37738141596923e-06,0.000276853664609815,0.000694331006056654,0.00110140171699273,0.00110140171699273,2048,0
6.349,-0.000348200143988481,-4.23919235217072e-07,-8.52077662786314e-05,-9.88540021889763e-05,0.000586232989390878,0.000586232989390878,2048,0
6.35,-0.000350000000000003,-2.21976965750746e-06,-0.000446173701158999,-0.000830432565633558,-8.74056473412663e-05,-8.74056473412663e-05,2047,-1
6.351,-0.000353599712023042,-5.80731942436194e-06,-0.00116727120429675,-0.00180561075508848,-0.00087626206594367,-0.00087626206594367,2046,-2
6.352,-0.000357199424046078,-9.38401427512593e-06,-0.00188618686930031,-0.00261934624223453,-0.00173281106127562,-0.00173281106127562,2045,-3
6.353,-0.000359200863930883,-1.13540328763674e-05,-0.00228216060814984,-0.00295871861754691,-0.00240987604115709,-0.00240987604115709,2044,-4
6.354,-0.000355601151907843,-7.72541260260246e-06,-0.00155280793312309,-0.00208629522909454,-0.00248207532459532,-0.00248207532459532,2044,-4
6.355,-0.000352001439884808,-4.10777151272517e-06,-0.00082566207405776,-0.00120769681906703,-0.00194676808067575,-0.00194676808067575,2045,-3
